X_1,X_2,y_target,Tanggal
0.8621507867008195,0.8261489788422898,0.8601593175332823,2022-09-02
0.8261489788422898,0.8601593175332823,0.9374170221178875,2022-09-05
0.8601593175332823,0.9374170221178875,0.9392107567581509,2022-09-06
0.9374170221178875,0.9392107567581509,0.8736900087566921,2022-09-07
0.9392107567581509,0.8736900087566921,0.9376147566451611,2022-09-08
0.8736900087566921,0.9376147566451611,0.9526425807179245,2022-09-09
0.9376147566451611,0.9526425807179245,0.9693087765880956,2022-09-12
0.9526425807179245,0.9693087765880956,1.059080251970135,2022-09-13
0.9693087765880956,1.059080251970135,1.0026694161180476,2022-09-14
1.059080251970135,1.0026694161180476,1.0415383746220397,2022-09-15
1.0026694161180476,1.0415383746220397,0.8484223609501361,2022-09-16
1.0415383746220397,0.8484223609501361,0.8860201689216568,2022-09-19
0.8484223609501361,0.8860201689216568,0.8880822575632205,2022-09-20
0.8860201689216568,0.8880822575632205,0.8758792124515029,2022-09-21
0.8880822575632205,0.8758792124515029,0.9190983305555045,2022-09-22
0.8758792124515029,0.9190983305555045,0.862136662806014,2022-09-23
0.9190983305555045,0.862136662806014,0.7899918081409018,2022-09-26
0.862136662806014,0.7899918081409018,0.7687353464590311,2022-09-27
0.7899918081409018,0.7687353464590311,0.7187085110589081,2022-09-28
0.7687353464590311,0.7187085110589081,0.6610406485691561,2022-09-29
0.7187085110589081,0.6610406485691561,0.6675376401795622,2022-09-30
0.6610406485691561,0.6675376401795622,0.623640575124909,2022-10-03
0.6675376401795622,0.623640575124909,0.7119714132368143,2022-10-04
0.623640575124909,0.7119714132368143,0.7163780684160458,2022-10-05
0.7119714132368143,0.7163780684160458,0.7181294313718939,2022-10-06
0.7163780684160458,0.7181294313718939,0.6477359396626299,2022-10-07
0.7181294313718939,0.6477359396626299,0.6020027682832966,2022-10-10
0.6477359396626299,0.6020027682832966,0.5239682494844036,2022-10-11
0.6020027682832966,0.5239682494844036,0.481681308437547,2022-10-12
0.5239682494844036,0.481681308437547,0.44131521708420113,2022-10-13
0.481681308437547,0.44131521708420113,0.34795627242163363,2022-10-14
0.44131521708420113,0.34795627242163363,0.37138781390350956,2022-10-17
0.34795627242163363,0.37138781390350956,0.37614756645287173,2022-10-18
0.37138781390350956,0.37614756645287173,0.41277082568283224,2022-10-19
