X_1,X_2,y_target,Tanggal
0.7967795477073238,0.8436109638303274,0.9116277461443426,2024-08-13
0.8436109638303274,0.9116277461443426,1.0031466838791803,2024-08-14
0.9116277461443426,1.0031466838791803,0.972555844994009,2024-08-15
1.0031466838791803,0.972555844994009,0.998593789621591,2024-08-16
0.972555844994009,0.998593789621591,1.0386362064592263,2024-08-19
0.998593789621591,1.0386362064592263,1.1160354088382483,2024-08-20
1.0386362064592263,1.1160354088382483,1.1397911431797478,2024-08-21
1.1160354088382483,1.1397911431797478,1.0638212038081716,2024-08-22
1.1397911431797478,1.0638212038081716,1.1279305654808627,2024-08-23
1.0638212038081716,1.1279305654808627,1.1992669263928157,2024-08-26
1.1279305654808627,1.1992669263928157,1.189688558980014,2024-08-27
1.1992669263928157,1.189688558980014,1.2599990778946881,2024-08-28
1.189688558980014,1.2599990778946881,1.2239447659004095,2024-08-29
1.2599990778946881,1.2239447659004095,1.273657760667456,2024-08-30
1.2239447659004095,1.273657760667456,1.3010903893587553,2024-09-02
1.273657760667456,1.3010903893587553,1.2111736093500065,2024-09-03
1.3010903893587553,1.2111736093500065,1.2761589709304864,2024-09-04
1.2111736093500065,1.2761589709304864,1.285541390995494,2024-09-05
1.2761589709304864,1.285541390995494,1.332580280780869,2024-09-06
1.285541390995494,1.332580280780869,1.3105534936257959,2024-09-09
1.332580280780869,1.3105534936257959,1.3781553286150692,2024-09-10
1.3105534936257959,1.3781553286150692,1.3776596970882933,2024-09-11
1.3781553286150692,1.3776596970882933,1.4205260609970916,2024-09-12
1.3776596970882933,1.4205260609970916,1.4366398487745864,2024-09-13
1.4205260609970916,1.4366398487745864,1.4592890569167718,2024-09-17
1.4366398487745864,1.4592890569167718,1.4562345835540857,2024-09-18
1.4592890569167718,1.4562345835540857,1.5441342585120046,2024-09-19
1.4562345835540857,1.5441342585120046,1.356958436109481,2024-09-20
1.5441342585120046,1.356958436109481,1.3946840637173048,2024-09-23
1.356958436109481,1.3946840637173048,1.3978653265403296,2024-09-24
1.3946840637173048,1.3978653265403296,1.3545379100484836,2024-09-25
1.3978653265403296,1.3545379100484836,1.3587104359250604,2024-09-26
1.3545379100484836,1.3587104359250604,1.3038451785424618,2024-09-27
1.3587104359250604,1.3038451785424618,1.1090619885196626,2024-09-30
1.3038451785424618,1.1090619885196626,1.240692500979593,2024-10-01
1.1090619885196626,1.240692500979593,1.1497844579172924,2024-10-02
1.240692500979593,1.1497844579172924,1.127388828695782,2024-10-03
1.1497844579172924,1.127388828695782,1.0723622029091178,2024-10-04
1.127388828695782,1.0723622029091178,1.0816293598283633,2024-10-07
1.0723622029091178,1.0816293598283633,1.1427303533966728,2024-10-08
1.0816293598283633,1.1427303533966728,1.078355886488729,2024-10-09
1.1427303533966728,1.078355886488729,1.0539085732726596,2024-10-10
1.078355886488729,1.0539085732726596,1.1006131999353257,2024-10-11
1.0539085732726596,1.1006131999353257,1.1456234583552922,2024-10-14
1.1006131999353257,1.1456234583552922,1.2231955554529574,2024-10-15
1.1456234583552922,1.2231955554529574,1.2485419212059685,2024-10-16
1.2231955554529574,1.2485419212059685,1.3477834897068448,2024-10-17
1.2485419212059685,1.3477834897068448,1.3766223287764379,2024-10-18
1.3477834897068448,1.3766223287764379,1.3910763272549627,2024-10-21
