X_1,X_2,y_target,Tanggal
0.13236916614601746,0.1723271610681824,0.12836804955534126,2022-01-05
0.1723271610681824,0.12836804955534126,0.11647104175250109,2022-01-06
0.12836804955534126,0.11647104175250109,0.18023634502649505,2022-01-07
0.11647104175250109,0.18023634502649505,0.16667774395510176,2022-01-10
0.18023634502649505,0.16667774395510176,0.10931954432464829,2022-01-11
0.16667774395510176,0.10931954432464829,0.1081099044251418,2022-01-12
0.10931954432464829,0.1081099044251418,0.12313070757286111,2022-01-13
0.1081099044251418,0.12313070757286111,0.16970849007694233,2022-01-14
0.12313070757286111,0.16970849007694233,0.10543806244930809,2022-01-17
0.16970849007694233,0.10543806244930809,0.06424384213533924,2022-01-18
0.10543806244930809,0.06424384213533924,0.034893458639615675,2022-01-19
0.06424384213533924,0.034893458639615675,0.081271849951471,2022-01-20
0.034893458639615675,0.081271849951471,0.21353467412829996,2022-01-21
0.081271849951471,0.21353467412829996,0.11889032155151406,2022-01-24
0.21353467412829996,0.11889032155151406,0.003243430060216382,2022-01-25
0.11889032155151406,0.003243430060216382,0.04664424623482359,2022-01-26
0.003243430060216382,0.04664424623482359,0.06038894575229525,2022-01-27
0.04664424623482359,0.06038894575229525,0.10604952877213568,2022-01-28
0.06038894575229525,0.10604952877213568,0.08696114530299658,2022-01-31
0.10604952877213568,0.08696114530299658,0.188650653338448,2022-02-02
0.08696114530299658,0.188650653338448,0.15701391750519741,2022-02-03
0.188650653338448,0.15701391750519741,0.2202076326948099,2022-02-04
0.15701391750519741,0.2202076326948099,0.31797578061647497,2022-02-07
0.2202076326948099,0.31797578061647497,0.2974783660556047,2022-02-08
0.31797578061647497,0.2974783660556047,0.3574153584388521,2022-02-09
0.2974783660556047,0.3574153584388521,0.3428332159140307,2022-02-10
0.3574153584388521,0.3428332159140307,0.33215914075684455,2022-02-11
0.3428332159140307,0.33215914075684455,0.22432838400082095,2022-02-14
0.33215914075684455,0.22432838400082095,0.3213787236304723,2022-02-15
0.22432838400082095,0.3213787236304723,0.3781387496842469,2022-02-16
0.3213787236304723,0.3781387496842469,0.35809328849242206,2022-02-17
0.3781387496842469,0.35809328849242206,0.4347924337688342,2022-02-18
0.35809328849242206,0.4347924337688342,0.4482712783633376,2022-02-21
0.4347924337688342,0.4482712783633376,0.39381089739323993,2022-02-22
0.4482712783633376,0.39381089739323993,0.47100187427714485,2022-02-23
0.39381089739323993,0.47100187427714485,0.3350968376556465,2022-02-24
0.47100187427714485,0.3350968376556465,0.428611306809817,2022-02-25
0.3350968376556465,0.428611306809817,0.47283627324562644,2022-03-01
0.428611306809817,0.47283627324562644,0.4023315476743802,2022-03-02
0.47283627324562644,0.4023315476743802,0.48199497534189173,2022-03-04
0.4023315476743802,0.48199497534189173,0.40322216166632474,2022-03-07
0.48199497534189173,0.40322216166632474,0.3302582780576206,2022-03-08
0.40322216166632474,0.3302582780576206,0.39706762019960384,2022-03-09
0.3302582780576206,0.39706762019960384,0.4762525090057725,2022-03-10
0.39706762019960384,0.4762525090057725,0.47437823179884475,2022-03-11
0.4762525090057725,0.47437823179884475,0.513724760398182,2022-03-14
0.47437823179884475,0.513724760398182,0.4685161307473883,2022-03-15
0.513724760398182,0.4685161307473883,0.5671615999148505,2022-03-16
0.4685161307473883,0.5671615999148505,0.5299153252069642,2022-03-17
0.5671615999148505,0.5299153252069642,0.5173935583351477,2022-03-18
0.5299153252069642,0.5173935583351477,0.5176859987504134,2022-03-21
0.5173935583351477,0.5176859987504134,0.5783540921718244,2022-03-22
0.5176859987504134,0.5783540921718244,0.5721065014820649,2022-03-23
0.5783540921718244,0.5721065014820649,0.6433157425991773,2022-03-24
0.5721065014820649,0.6433157425991773,0.5806271517632051,2022-03-25
0.6433157425991773,0.5806271517632051,0.6431961078838425,2022-03-28
0.5806271517632051,0.6431961078838425,0.5928033072351623,2022-03-29
0.6431961078838425,0.5928033072351623,0.6479682037511261,2022-03-30
0.5928033072351623,0.6479682037511261,0.6722274654720017,2022-03-31
0.6479682037511261,0.6722274654720017,0.6819577556526497,2022-04-01
0.6722274654720017,0.6819577556526497,0.7317523827246498,2022-04-04
0.6819577556526497,0.7317523827246498,0.7743955123687972,2022-04-05
0.7317523827246498,0.7743955123687972,0.7158010873465398,2022-04-06
0.7743955123687972,0.7158010873465398,0.7465737946801433,2022-04-07
0.7158010873465398,0.7465737946801433,0.8575150540348986,2022-04-08
0.7465737946801433,0.8575150540348986,0.8481569607464073,2022-04-11
0.8575150540348986,0.8481569607464073,0.8627656887635262,2022-04-12
0.8481569607464073,0.8627656887635262,0.9265708702759663,2022-04-13
0.8627656887635262,0.9265708702759663,0.8903481370215081,2022-04-14
0.9265708702759663,0.8903481370215081,0.9432000957076463,2022-04-18
0.8903481370215081,0.9432000957076463,0.842095468502725,2022-04-19
0.9432000957076463,0.842095468502725,0.8794879634182448,2022-04-20
0.842095468502725,0.8794879634182448,0.944396442861004,2022-04-21
0.8794879634182448,0.944396442861004,0.8771617328422704,2022-04-22
0.944396442861004,0.8771617328422704,0.8643608183013369,2022-04-25
0.8771617328422704,0.8643608183013369,0.8858551888233402,2022-04-26
0.8643608183013369,0.8858551888233402,0.8388121602040649,2022-04-27
0.8858551888233402,0.8388121602040649,0.8815483390712509,2022-04-28
0.8388121602040649,0.8815483390712509,0.4572970529981181,2022-05-09
0.8815483390712509,0.4572970529981181,0.3377155086468866,2022-05-10
0.4572970529981181,0.3377155086468866,0.3329434127796018,2022-05-11
0.3377155086468866,0.3329434127796018,0.04534155711227852,2022-05-12
0.3329434127796018,0.04534155711227852,0.0428823990748194,2022-05-13
0.04534155711227852,0.0428823990748194,0.10466708317269953,2022-05-17
0.0428823990748194,0.10466708317269953,0.30264924430734125,2022-05-18
0.10466708317269953,0.30264924430734125,0.342421140783429,2022-05-19
0.30264924430734125,0.342421140783429,0.46844966701664714,2022-05-20
0.342421140783429,0.46844966701664714,0.3656036900662829,2022-05-23
0.46844966701664714,0.3656036900662829,0.46313256855727714,2022-05-24
0.3656036900662829,0.46313256855727714,0.42240359435850244,2022-05-25
0.46313256855727714,0.42240359435850244,0.6121708383734183,2022-05-27
0.42240359435850244,0.6121708383734183,0.6271916415211388,2022-05-30
0.6121708383734183,0.6271916415211388,0.7752861263607418,2022-05-31
0.6271916415211388,0.7752861263607418,0.7749538077070312,2022-06-02
0.7752861263607418,0.7749538077070312,0.8204681705192381,2022-06-03
0.7749538077070312,0.8204681705192381,0.7056454292891426,2022-06-06
0.8204681705192381,0.7056454292891426,0.7647449786650403,2022-06-07
0.7056454292891426,0.7647449786650403,0.8342261627828585,2022-06-08
0.7647449786650403,0.8342261627828585,0.8202953648193085,2022-06-09
0.8342261627828585,0.8202953648193085,0.6924457323637563,2022-06-10
0.8202953648193085,0.6924457323637563,0.5712025947439716,2022-06-13
0.6924457323637563,0.5712025947439716,0.6435683047759981,2022-06-14
0.5712025947439716,0.6435683047759981,0.5866354730222938,2022-06-15
0.6435683047759981,0.5866354730222938,0.6441664783526769,2022-06-16
0.5866354730222938,0.6441664783526769,0.4934799080141314,2022-06-17
0.6441664783526769,0.4934799080141314,0.5458666205850742,2022-06-20
0.4934799080141314,0.5458666205850742,0.6358452192637626,2022-06-21
0.5458666205850742,0.6358452192637626,0.5564077682807756,2022-06-22
0.6358452192637626,0.5564077682807756,0.574964441903977,2022-06-23
0.5564077682807756,0.574964441903977,0.6343431389489904,2022-06-24
0.574964441903977,0.6343431389489904,0.5986122373020251,2022-06-27
0.6343431389489904,0.5986122373020251,0.5725584548511116,2022-06-28
0.5986122373020251,0.5725584548511116,0.5006314054419841,2022-06-29
0.5725584548511116,0.5006314054419841,0.4597296255432798,2022-06-30
0.5006314054419841,0.4597296255432798,0.30387217695299645,2022-07-01
0.4597296255432798,0.30387217695299645,0.09762192771403402,2022-07-04
0.30387217695299645,0.09762192771403402,0.1828284305254389,2022-07-05
0.09762192771403402,0.1828284305254389,0.10724587592549345,2022-07-06
0.1828284305254389,0.10724587592549345,0.1154607930452205,2022-07-07
0.10724587592549345,0.1154607930452205,0.2319451275438691,2022-07-08
0.1154607930452205,0.2319451275438691,0.20792513525366427,2022-07-11
0.2319451275438691,0.20792513525366427,0.20279413524037265,2022-07-12
0.20792513525366427,0.20279413524037265,0.10004120751304699,2022-07-13
0.20279413524037265,0.10004120751304699,0.16530859110181434,2022-07-14
0.10004120751304699,0.16530859110181434,0.1145435935609785,2022-07-15
0.16530859110181434,0.1145435935609785,0.12431376198007137,2022-07-18
0.1145435935609785,0.12431376198007137,0.22645522338456942,2022-07-19
0.12431376198007137,0.22645522338456942,0.4107591487324818,2022-07-20
0.22645522338456942,0.4107591487324818,0.39665554506900336,2022-07-21
0.4107591487324818,0.39665554506900336,0.42700288452585755,2022-07-22
0.39665554506900336,0.42700288452585755,0.38905209427210385,2022-07-25
0.42700288452585755,0.38905209427210385,0.4065054699649861,2022-07-26
0.38905209427210385,0.4065054699649861,0.4419705166889844,2022-07-27
0.4065054699649861,0.4419705166889844,0.5198660091187544,2022-07-28
0.4419705166889844,0.5198660091187544,0.5122891438141522,2022-07-29
0.5198660091187544,0.5122891438141522,0.5357641335122707,2022-08-01
0.5122891438141522,0.5357641335122707,0.5615254755479185,2022-08-02
0.5357641335122707,0.5615254755479185,0.6392481622777599,2022-08-03
0.5615254755479185,0.6392481622777599,0.6534979861488719,2022-08-04
0.6392481622777599,0.6534979861488719,0.6897871831340713,2022-08-05
0.6534979861488719,0.6897871831340713,0.6927115872867258,2022-08-08
0.6897871831340713,0.6927115872867258,0.7140198593626507,2022-08-09
