Tanggal,Close_Asli,Close_Normalisasi
2022-01-03,6665.31,0.13236916614601746
2022-01-04,6695.37,0.1723271610681824
2022-01-05,6662.3,0.12836804955534126
2022-01-06,6653.35,0.11647104175250109
2022-01-07,6701.32,0.18023634502649505
2022-01-10,6691.12,0.16667774395510176
2022-01-11,6647.97,0.10931954432464829
2022-01-12,6647.06,0.1081099044251418
2022-01-13,6658.36,0.12313070757286111
2022-01-14,6693.4,0.16970849007694233
2022-01-17,6645.05,0.10543806244930809
2022-01-18,6614.06,0.06424384213533924
2022-01-19,6591.98,0.034893458639615675
2022-01-20,6626.87,0.081271849951471
2022-01-21,6726.37,0.21353467412829996
2022-01-24,6655.17,0.11889032155151406
2022-01-25,6568.17,0.003243430060216382
2022-01-26,6600.82,0.04664424623482359
2022-01-27,6611.16,0.06038894575229525
2022-01-28,6645.51,0.10604952877213568
2022-01-31,6631.15,0.08696114530299658
2022-02-02,6707.65,0.188650653338448
2022-02-03,6683.85,0.15701391750519741
2022-02-04,6731.39,0.2202076326948099
2022-02-07,6804.94,0.31797578061647497
2022-02-08,6789.52,0.2974783660556047
2022-02-09,6834.61,0.3574153584388521
2022-02-10,6823.64,0.3428332159140307
2022-02-11,6815.61,0.33215914075684455
2022-02-14,6734.49,0.22432838400082095
2022-02-15,6807.5,0.3213787236304723
2022-02-16,6850.2,0.3781387496842469
2022-02-17,6835.12,0.35809328849242206
2022-02-18,6892.82,0.4347924337688342
2022-02-21,6902.96,0.4482712783633376
2022-02-22,6861.99,0.39381089739323993
2022-02-23,6920.06,0.47100187427714485
2022-02-24,6817.82,0.3350968376556465
2022-02-25,6888.17,0.428611306809817
2022-03-01,6921.44,0.47283627324562644
2022-03-02,6868.4,0.4023315476743802
2022-03-04,6928.33,0.48199497534189173
2022-03-07,6869.07,0.40322216166632474
2022-03-08,6814.18,0.3302582780576206
2022-03-09,6864.44,0.39706762019960384
2022-03-10,6924.01,0.4762525090057725
2022-03-11,6922.6,0.47437823179884475
2022-03-14,6952.2,0.513724760398182
2022-03-15,6918.19,0.4685161307473883
2022-03-16,6992.4,0.5671615999148505
2022-03-17,6964.38,0.5299153252069642
2022-03-18,6954.96,0.5173935583351477
2022-03-21,6955.18,0.5176859987504134
2022-03-22,7000.82,0.5783540921718244
2022-03-23,6996.12,0.5721065014820649
2022-03-24,7049.69,0.6433157425991773
2022-03-25,7002.53,0.5806271517632051
2022-03-28,7049.6,0.6431961078838425
2022-03-29,7011.69,0.5928033072351623
2022-03-30,7053.19,0.6479682037511261
2022-03-31,7071.44,0.6722274654720017
2022-04-01,7078.76,0.6819577556526497
2022-04-04,7116.22,0.7317523827246498
2022-04-05,7148.3,0.7743955123687972
2022-04-06,7104.22,0.7158010873465398
2022-04-07,7127.37,0.7465737946801433
2022-04-08,7210.83,0.8575150540348986
2022-04-11,7203.79,0.8481569607464073
2022-04-12,7214.78,0.8627656887635262
2022-04-13,7262.78,0.9265708702759663
2022-04-14,7235.53,0.8903481370215081
2022-04-18,7275.29,0.9432000957076463
2022-04-19,7199.23,0.842095468502725
2022-04-20,7227.36,0.8794879634182448
2022-04-21,7276.19,0.944396442861004
2022-04-22,7225.61,0.8771617328422704
2022-04-25,7215.98,0.8643608183013369
2022-04-26,7232.15,0.8858551888233402
2022-04-27,7196.76,0.8388121602040649
2022-04-28,7228.91,0.8815483390712509
2022-05-09,6909.75,0.4572970529981181
2022-05-10,6819.79,0.3377155086468866
2022-05-11,6816.2,0.3329434127796018
2022-05-12,6599.84,0.04534155711227852
2022-05-13,6597.99,0.0428823990748194
2022-05-17,6644.47,0.10466708317269953
2022-05-18,6793.41,0.30264924430734125
2022-05-19,6823.33,0.342421140783429
2022-05-20,6918.14,0.46844966701664714
2022-05-23,6840.77,0.3656036900662829
2022-05-24,6914.14,0.46313256855727714
2022-05-25,6883.5,0.42240359435850244
2022-05-27,7026.26,0.6121708383734183
